Order;University;City;Tuition_fee;Department;Website;Ranking
62;NIGDE OMER HALISDEMIR UNIVERSITY;NIGDE;27066;Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, Public Administration, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science;www.ohu.edu.tr;62
63;ADIYAMAN UNIVERSITY;ADIYAMAN;4296;Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science, Agriculture, Veterinary Medicine, Farm Management, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences, Earth Sciences, Environmental Sciences, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies, Languages, Computer Engineering,;www.adiyaman.edu.tr;63
64;GALATASARAY UNIVERSITY;ISTANBUL;8182;Archaeology, Area Studies, Languages, Religious Studies, Literature, Philosophy, General Studies, Classics, Cultural Studies, Museum Studies, History, English Studies, Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering , Mining and Oil&Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Counselling, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;www.gsu.edu.tr;64
65;ERZURUM TECHNICAL UNIVERSITY;ERZURUM;3854;FOREIGN LANGUAGES, English Language, Arabic Language, Curriculum and Instruction, Measurement and Evaluation in Education, Guidance and Psychology, Educational Management, Educational Technologies, Mentally Handicapped, Hearing Impaired, Visually Impaired, Mathematics, ART, Music, Art, Social Sciences, Turkish Education, Dentist, Pharmacy, Archaeology, Biology, Geography, Eastern Languages ??and Literatures, Physics, Chemistry, Mathematics, Molecular Biology and Genetics, Interpreter and Translation Department, Sociology, History, Turkish Language and Literature, Data Science and Analytics, Radio Television and Cinema, Architecture, Painting, Econometrics, Economics, Business, Public Administration, Finance, Management Information Systems, Philosophy and Religious Sciences, Islamic History and Arts, Fundamental Islamic Sciences, Computer Engineering, Environmental Engineering, Electrical and Electronics Engineering, Industrial Engineering, Food Engineering, Surveying Engineering, Civil Engineering, Mechanical Engineering, Software Engineering, Nursing, Physiotherapy and Rehabilitation, Nutrition and Dietetics, Perfusion, International Trade and Logistics, Gastronomy, Culinary Arts, Recreation Management, Tourism Guidance, Tourism Management, Basic Sciences, Clinical Sciences, Animal Science, Horticulture, Plant Protection, Agricultural Economics, Agricultural Machinery, Technologies Engineering, Field Crops, Agricultural Structures and Irrigation, Soil Science, Medicine;https://www.erzurum.edu.tr/;65
66;AKSARAY UNIVERSITY;AKSARAY;21591;Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Gardening, Plant and Crop science, Agriculture, Veterinary medicine, Farm management, Astronomy, Biology, Biomedical science, Natural geography, Physics, Forensic science, General science, Food engineering and technology, Chemistry, Materials science, Mathematics, Sports science, Life sciences, Earth sciences, Environmental sciences, Dance, Handicrafts, Non-industrial design, Industrial design, Graphic design, Fashion and textile design, Music, Art, Art administration, Theatre and drama studies, Interior design, E-commerce, Finance, Entrepreneurship, Quality management, Accounting, Office administration, Marketing, Retail, Transportation and logistics, Management, Human resources management, Business studies, Languages, Computer engineering;https://www.aksaray.edu.tr/;66
67;KARABUK UNIVERSITY;KARABUK;11641;Civil Law, International Law, Beauty Therapy, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science, Agriculture, Veterinary Medicine, Farm Management, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences, Earth Sciences, Environmental Sciences;https://www.karabuk.edu.tr;67
68;CANKIRI KARATEKIN UNIVERSITY;CANKIRI;11429;Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Adult Education, Childhood Education, Special Education, Teacher Training, Teaching, Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consultancy, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;https://karatekin.edu.tr;68
69;NEVSEHIR HACI BEKTAS VELI UNIVERSITY;NEVSEHIR;12346;Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, Public Administration, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science;https://www.nevsehir.edu.tr;69
70;YALOVA UNIVERSITY;YALOVA;9676;FOREIGN LANGUAGES, English Language, Arabic Language, Curriculum and Instruction, Measurement and Evaluation in Education, Guidance and Psychology, Educational Management, Educational Technologies, Mentally Handicapped, Hearing Impaired, Visually Impaired, Mathematics, ART, Music, Art, Social Sciences, Turkish Education, Dentist, Pharmacy, Archaeology, Biology, Geography, Eastern Languages ??and Literatures, Physics, Chemistry, Mathematics, Molecular Biology and Genetics, Interpreter and Translation Department, Sociology, History, Turkish Language and Literature, Data Science and Analytics, Radio Television and Cinema, Architecture, Painting, Econometrics, Economics, Business, Public Administration, Finance, Management Information Systems, Philosophy and Religious Sciences, Islamic History and Arts, Fundamental Islamic Sciences, Computer Engineering, Environmental Engineering, Electrical and Electronics Engineering, Industrial Engineering, Food Engineering, Surveying Engineering, Civil Engineering, Mechanical Engineering, Software Engineering, Nursing, Physiotherapy and Rehabilitation, Nutrition and Dietetics, Perfusion, International Trade and Logistics, Gastronomy, Culinary Arts, Recreation Management, Tourism Guidance, Tourism Management, Basic Sciences, Clinical Sciences, Animal Science, Horticulture, Plant Protection, Agricultural Economics, Agricultural Machinery, Technologies Engineering, Field Crops, Agricultural Structures and Irrigation, Soil Science, Medicine;http://www.yalova.edu.tr/;70
71;KAFKAS UNIVERSITY;KARS;10480;Civil Law, International Law, Beauty Therapy, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science, Agriculture, Veterinary Medicine, Farm Management, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences, Earth Sciences, Environmental Sciences;www.kafkas.edu.tr;71
72;ORDU UNIVERSITY;ORDU;11223;Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Gardening, Plant and Crop science, Agriculture, Veterinary medicine, Farm management, Astronomy, Biology, Biomedical science, Natural geography, Physics, Forensic science, General science, Food engineering and technology, Chemistry, Materials science, Mathematics, Sports science, Life sciences, Earth sciences, Environmental sciences, Dance, Handicrafts, Non-industrial design, Industrial design, Graphic design, Fashion and textile design, Music, Art, Art administration, Theatre and drama studies, Interior design, E-commerce, Finance, Entrepreneurship, Quality management, Accounting, Office administration, Marketing, Retail, Transportation and logistics, Management, Human resources management, Business studies, Languages, Computer engineering;http://www.odu.edu.tr/;72
73;ERZINCAN BINALI YILDIRIM UNIVERSITY;ERZINCAN;2228;Archaeology, Area Studies, Languages, Religious Studies, Literature, Philosophy, General Studies, Classics, Cultural Studies, Museum Studies, History, English Studies, Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering , Mining and Oil&Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Counselling, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;http://www.ebyu.edu.tr/tr/;73
74;MUNZUR UNIVERSITY;TUNCELI;696;FOREIGN LANGUAGES, English Language, Arabic Language, Curriculum and Instruction, Measurement and Evaluation in Education, Guidance and Psychology, Educational Management, Educational Technologies, Mentally Handicapped, Hearing Impaired, Visually Impaired, Mathematics, ART, Music, Art, Social Sciences, Turkish Education, Dentist, Pharmacy, Archaeology, Biology, Geography, Eastern Languages ??and Literatures, Physics, Chemistry, Mathematics, Molecular Biology and Genetics, Interpreter and Translation Department, Sociology, History, Turkish Language and Literature, Data Science and Analytics, Radio Television and Cinema, Architecture, Painting, Econometrics, Economics, Business, Public Administration, Finance, Management Information Systems, Philosophy and Religious Sciences, Islamic History and Arts, Fundamental Islamic Sciences, Computer Engineering, Environmental Engineering, Electrical and Electronics Engineering, Industrial Engineering, Food Engineering, Surveying Engineering, Civil Engineering, Mechanical Engineering, Software Engineering, Nursing, Physiotherapy and Rehabilitation, Nutrition and Dietetics, Perfusion, International Trade and Logistics, Gastronomy, Culinary Arts, Recreation Management, Tourism Guidance, Tourism Management, Basic Sciences, Clinical Sciences, Animal Science, Horticulture, Plant Protection, Agricultural Economics, Agricultural Machinery, Technologies Engineering, Field Crops, Agricultural Structures and Irrigation, Soil Science, Medicine;https://www.munzur.edu.tr;74
75;BINGOL UNIVERSITY;BINGOL;11619;Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Adult Education, Childhood Education, Special Education, Teacher Training, Teaching, Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consultancy, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;www.bingol.edu.tr;75
76;KIRSEHIR AHI EVRAN UNIVERSITY;KIRSEHIR;30909;Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science, Agriculture, Veterinary Medicine, Farm Management, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences, Earth Sciences, Environmental Sciences, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies, Languages, Computer Engineering,;https://www.ahievran.edu.tr/index.php;76
77;OSMANIYE KORKUT ATA UNIVERSITY;OSMANIYE;4446;Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, Public Administration, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science;www.oku.edu.tr;77
78;GIRESUN UNIVERSITY;GIRESUN;1474;Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, Public Administration, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science;www.giresun.edu.tr;78
79;GUMUSHANE UNIVERSITY;GUMUSHANE;8571;Archaeology, Area Studies, Languages, Religious Studies, Literature, Philosophy, General Studies, Classics, Cultural Studies, Museum Studies, History, English Studies, Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering , Mining and Oil&Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Counselling, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;http://www.gumushane.edu.tr/;79
80;KASTAMONU UNIVERSITY;KASTAMONU;0;Archaeology, Area Studies, Languages, Religious Studies, Literature, Philosophy, General Studies, Classics, Cultural Studies, Museum Studies, History, English Studies, Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering , Mining and Oil&Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Counselling, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;https://iso.kastamonu.edu.tr/index.php/tr/;80
81;BARTIN UNIVERSITY;BARTIN;17310;Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, Public Administration, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science;https://w3.bartin.edu.tr/;81
82;BILECIK SEYH EDEBALI UNIVERSITY;BILECIK;7755;Civil Law, International Law, Beauty Therapy, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science, Agriculture, Veterinary Medicine, Farm Management, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences, Earth Sciences, Environmental Sciences;http://bilecik.edu.tr;82
